service_id,service_provider_id,venue_id,service_category,type,title,description
3f120215-e186-4493-9e0e-46991c890334,,ed8e1959-1526-44e4-b97b-9f7a9d8769c2,RESTAURATION,BREAKFAST,Breakfast,
b33753fd-0a48-49ed-9e67-5cf4fb70f392,,302fe4c7-c78f-4b08-8eff-d4785e90e179,BATCH_PROVISIONS,OTHER,Suite Prestige avec petit déjeuner,
21e739f0-ed3b-456c-8075-dfec9c49178d,,39e7e792-763b-42dd-aa80-7b4fe4292cb3,RESTAURATION,MORNING_SNACK,Morning break,
faffa0e4-6023-4c24-ad4f-339e9ca82dc9,,302fe4c7-c78f-4b08-8eff-d4785e90e179,BATCH_PROVISIONS,OTHER,Chambre Familiale avec petit déjeuner,
49572354-d55b-41f6-ad64-510c5657a871,,0031738d-30cb-4c7f-93e3-0c0c2b889006,BATCH_PROVISIONS,BNB_SINGLE,Bed and breakfast,
5b65b326-44f0-43c9-9e45-9a4a4ccff19e,,39e7e792-763b-42dd-aa80-7b4fe4292cb3,RESTAURATION,AFTERNOON_SNACK,Afternoon break,
b53f7a66-97df-49a7-bc12-71acb1dee68b,,af527db5-3fb0-4102-9917-281df5c1f31f,RESTAURATION,BREAKFAST,Petit-déjeuner,
6f55e06a-b1cd-4132-bc03-cca8845eb95b,,af527db5-3fb0-4102-9917-281df5c1f31f,RESTAURATION,MEAL_DRINK,Forfait vin dîner,
e6862ade-bcfc-4280-9f47-6ad932380075,,302fe4c7-c78f-4b08-8eff-d4785e90e179,RESTAURATION,DRINK,Forfait vin dîner (1 bouteille / 3 pers.),
6e31e384-fdb9-470d-8b96-a8e511d6ed1d,,302fe4c7-c78f-4b08-8eff-d4785e90e179,HOUSE,SPACE,Location salle de réunion équipée - 1/2 journée,
788f926f-9141-4cfb-bf0e-79a5dac7635d,,3be486c6-1b26-4162-96e7-e8345beba31c,HOUSE,STAFF,DJ SET,
048ef421-0822-40f8-9c1c-712297c97af0,,3be486c6-1b26-4162-96e7-e8345beba31c,RESTAURATION,LUNCH,Catering,
a7bdfedd-0f8f-485c-b7f9-3feec965f7c4,,2bac08e6-325d-4589-b917-48d4c076ec67,RESTAURATION,AFTERNOON_SNACK,Afternoon break,
11843f6e-07cc-4960-9a53-cb20da38fea0,,3be486c6-1b26-4162-96e7-e8345beba31c,RESTAURATION,DRINK,Open Bar,
37866f0e-8dc1-4f7f-84fd-4ab0cf2d8f61,,2bac08e6-325d-4589-b917-48d4c076ec67,RESTAURATION,LUNCH,Lunch,
3302a01f-4c19-4d2f-8be8-79dc7a0297af,,2bac08e6-325d-4589-b917-48d4c076ec67,RESTAURATION,BREAKFAST,Breakfast,
e7004417-320b-4cb7-b366-bc7516601fbc,,2bac08e6-325d-4589-b917-48d4c076ec67,RESTAURATION,DINNER,Dinner,
cd484db8-f5fb-47b6-91b7-82116d06eb73,,80570c38-151b-4277-9f94-f84d03f73ecf,RESTAURATION,OTHER,Brunch buffet,
06093908-cd61-44c8-87b9-148ca82d0ade,,2bac08e6-325d-4589-b917-48d4c076ec67,BATCH_PROVISIONS,DAY_PACKAGE,Day delegate,
0b93d451-c599-4287-aee9-bcb108ffff3e,,80570c38-151b-4277-9f94-f84d03f73ecf,RESTAURATION,DRINK,Ticket boisson 1 cocktail,
da790e71-95b7-4910-ba90-3708e4e9b671,,af527db5-3fb0-4102-9917-281df5c1f31f,RESTAURATION,DINNER,Menu dîner,
9f7a2244-1285-4d51-9159-fd8b4013981b,,302fe4c7-c78f-4b08-8eff-d4785e90e179,RESTAURATION,LUNCH,"Déjeuner servi 3 plats- séminaire chic, eaux et café hors vin",Sélection exceptionnelle
06832992-9a93-40d3-b143-dc9652a509da,,2bac08e6-325d-4589-b917-48d4c076ec67,BATCH_PROVISIONS,BNB_SINGLE,Bed and breakfast,
80d573a4-1fa8-452c-8601-186c406638c7,,3be486c6-1b26-4162-96e7-e8345beba31c,ACTIVITY,COOKING_COURSE_AND_MIXOLOGY,Raclette Party & Vins chaud au bar exterieur,
c4038c8c-fdac-4d2d-9624-093788794f5e,,302fe4c7-c78f-4b08-8eff-d4785e90e179,RESTAURATION,OTHER,Apéritif,
6e82045e-f0e2-4100-8550-c66bb00c832b,,af527db5-3fb0-4102-9917-281df5c1f31f,RESTAURATION,LUNCH,Menu déjeuner,
f6df2a66-e9aa-4c84-8ca4-105643f8b6bf,,0031738d-30cb-4c7f-93e3-0c0c2b889006,RESTAURATION,DINNER,Dinner (bespoke menus),
2d97a859-462f-41c1-a6df-82bf6baaef93,,ed8e1959-1526-44e4-b97b-9f7a9d8769c2,RESTAURATION,MORNING_SNACK,Morning break,
fa988ed2-7b5a-4a3a-b59c-962ac21b48e5,,1dda3f64-f5ab-4184-8c3d-a247fd63b28b,RESTAURATION,BREAKFAST,Breakfast,
67372be3-4e37-496c-8ab6-5933ba2a5510,,1dda3f64-f5ab-4184-8c3d-a247fd63b28b,RESTAURATION,DINNER,Menu 4,
6b0ed7ac-4826-42f1-b51a-a1e132f25065,,3be486c6-1b26-4162-96e7-e8345beba31c,RESTAURATION,DINNER,Raclette Party & Vins chaud au bar extérieur,
63dbb014-c155-44e7-aa5d-e5f0f4176312,,80570c38-151b-4277-9f94-f84d03f73ecf,RESTAURATION,DINNER,Dîner de gala,
e95f889e-450f-49e9-b936-514d0099a69a,,1dda3f64-f5ab-4184-8c3d-a247fd63b28b,RESTAURATION,LUNCH,Menu 1,
b8bf990c-2617-4db1-913c-efa7a231832f,,39e7e792-763b-42dd-aa80-7b4fe4292cb3,BATCH_PROVISIONS,DAY_PACKAGE,Day delegate,
cb7d0a60-24d1-406c-a4c6-6ad25e609f22,,3be486c6-1b26-4162-96e7-e8345beba31c,ACTIVITY,PHOTOGRAPHER_AND_PHOTOBOOTH,Borne Photo,
84248528-bab4-4c90-aee7-8f18b166f0f0,,0031738d-30cb-4c7f-93e3-0c0c2b889006,RESTAURATION,BREAKFAST,Breakfast,
b04a2d69-b4c5-41c5-9b2f-c2f0d50c84e0,,2bac08e6-325d-4589-b917-48d4c076ec67,RESTAURATION,MORNING_SNACK,Morning break,
1c3eb92c-9740-4a9a-b521-5282c954bed9,,3be486c6-1b26-4162-96e7-e8345beba31c,HOUSE,STAFF,Agent de Sécurité,
05b72306-5ae6-404b-b4e6-d901b6ace2d7,,3be486c6-1b26-4162-96e7-e8345beba31c,RESTAURATION,DRINK,Soft à discretion,
eafeb939-4c71-493d-8c17-e21f7efd20b0,,80570c38-151b-4277-9f94-f84d03f73ecf,BATCH_PROVISIONS,AFTERNOON_HALF_DAY_PACKAGE,Forfait 1/2 journée d'étude après-midi,
fe311cc8-f7b5-4341-8eb8-ef3d1fdbcd9b,,80570c38-151b-4277-9f94-f84d03f73ecf,RESTAURATION,DINNER,"Cocktail dînatoire, eaux et café hors vin",
d508709e-2f57-4f1f-bc4f-559ff6944ab1,,80570c38-151b-4277-9f94-f84d03f73ecf,RESTAURATION,DRINK,Ticket boisson 1 verre soft,
6d126692-5df9-4d96-9695-f7d136b1da78,,80570c38-151b-4277-9f94-f84d03f73ecf,RESTAURATION,LUNCH,"Cocktail déjeunatoire, eaux et café hors vin",
6ee170e7-6ba0-4c10-8154-c2af01cb9d7d,,80570c38-151b-4277-9f94-f84d03f73ecf,RESTAURATION,DRINK,Ticket boisson 1 verre de vin ou bière,
1875f079-7db6-4265-9c78-482a7bf9e9ba,,80570c38-151b-4277-9f94-f84d03f73ecf,RESTAURATION,OTHER,Apéritif,
b7379acb-7f7b-45fb-8894-e95a675cfa77,,1dda3f64-f5ab-4184-8c3d-a247fd63b28b,BATCH_PROVISIONS,BNB_TWIN,Bed & Breakfast - twin (with welcome drink),
528633c5-f6e7-473a-bb3c-f2b99ac1aeec,,1dda3f64-f5ab-4184-8c3d-a247fd63b28b,RESTAURATION,DINNER,Menu 3,
de8254de-049c-4304-a8bd-9d65c3ce4319,,1dda3f64-f5ab-4184-8c3d-a247fd63b28b,BATCH_PROVISIONS,BNB_SINGLE,Bed & Breakfast - single (with welcome drink),
1595d1e5-4a41-4c17-a053-731c5590ae33,,2bac08e6-325d-4589-b917-48d4c076ec67,HOUSE,SPACE,Private dining space hire,
1d401892-c44c-4f69-8a95-17744545d83a,,3be486c6-1b26-4162-96e7-e8345beba31c,HOUSE,SPACE,Privatisation totale 18h/4h,
530d8010-a2f5-4e47-b135-123bc9872a19,,80570c38-151b-4277-9f94-f84d03f73ecf,BATCH_PROVISIONS,MORNING_HALF_DAY_PACKAGE,Forfait 1/2 journée d'étude matin,
4ebcf21a-e399-402b-85a4-c2556e6b31c8,,80570c38-151b-4277-9f94-f84d03f73ecf,BATCH_PROVISIONS,DAY_PACKAGE,Forfait journée d'étude,
c4a176de-590f-4dba-b2e7-232e147c9d21,,80570c38-151b-4277-9f94-f84d03f73ecf,HOUSE,STAFF,Heure supplémentaire de service,
f24325f3-e83d-4511-a210-77f71e252c10,,1dda3f64-f5ab-4184-8c3d-a247fd63b28b,RESTAURATION,PERMANENT_SNACK,Permanent Coffee,
d45f02d6-5eaa-4973-96c8-f2375e0afb26,,1dda3f64-f5ab-4184-8c3d-a247fd63b28b,RESTAURATION,LUNCH,Menu 2,
23f71b32-cb94-43d9-b5b5-ebf32bb8d0bb,,1dda3f64-f5ab-4184-8c3d-a247fd63b28b,RESTAURATION,LUNCH,Work lunch,
6d13a0b8-c572-44f5-a706-e05ea93fedac,,6f5368ab-e924-41c5-8c50-e113ebd1d0d6,HOUSE,SPACE,Plenary Room,"Salle de formation spacieuse, située au rez-de-chaussée."
b217ddc7-4697-4f26-a6c2-dc1261b1c6e6,,1dda3f64-f5ab-4184-8c3d-a247fd63b28b,RESTAURATION,WELCOME_COFFEE,Welcome drink,
a9dc1f5c-8cb0-45bb-aa3d-746f28e4128c,,1dda3f64-f5ab-4184-8c3d-a247fd63b28b,HOUSE,SPACE,Meeting room hire - full day,
23bedb24-696d-469f-8d9c-151464d1bb53,,fcec11a8-2b13-44cb-8922-47a6049c8324,HOUSE,SPACE,Location unique salle de réunion équipée - Journée,Espace atypique - Salle de 200m2 disponible à la location pour des événements de jour ou de nuit (capacité de 40 à 170 personnes maximum).
aad29045-9b9d-4193-86d4-5c43afa240a9,,fcec11a8-2b13-44cb-8922-47a6049c8324,HOUSE,SPACE,Location unique salle pour la soirée,Espace polyvalent - Salle de 200m2 disponible pour des événements de jour ou de nuit (capacité de 40 à 170 personnes maximum)
ff59d29f-ea0a-4a4e-b277-b1c3b375195f,,fcec11a8-2b13-44cb-8922-47a6049c8324,HOUSE,SPACE,Location unique salle de sous-commission équipée - Journée,Espace polyvalent - Salle de 200m2 disponible pour des événements d'une journée ou d'une soirée (capacité de 40 à 170 personnes maximum)
52266f50-8572-4907-b214-c3058a135256,,1bf4ffcc-b1c5-432f-b1bc-b87355f1044e,HOUSE,SPACE,Location salle de réunion équipée - Journée,
27e2ed68-3b4e-460d-ae43-453b62cea3b5,eb4aa77a-1c88-4de9-b314-ada428c68148,,RESTAURATION,AFTERNOON_SNACK,Pause après-midi,Une sélection de boissons chaudes et froides accompagnée de pâtisseries et de petites douceurs.
3c8f3af9-6913-40c6-919a-6ba67ea4c2c9,eb4aa77a-1c88-4de9-b314-ada428c68148,,RESTAURATION,OTHER,Forfait livraison,Service de livraison matinale avec modalités à préciser lors de la commande.
436f0137-78d8-4e7e-9c51-71a987577f6e,eb4aa77a-1c88-4de9-b314-ada428c68148,,RESTAURATION,LUNCH,Plateau repas,"Offre de restauration incluant plusieurs services tels que des plats variés, des options de fromage et de dessert, accompagnés de pain et d'eau. Les choix de menu tiennent compte des préférences alimentaires et sont à sélectionner lors de la commande, en fonction des disponibilités du jour."
ccc7dcdc-fea1-4ae6-80ec-6264706d6188,eb4aa77a-1c88-4de9-b314-ada428c68148,,RESTAURATION,BREAKFAST,Petit-déjeuner,Boissons variées et pâtisseries
33408130-5098-478a-a780-3518405acf1a,4e7fa1e6-795e-45c2-8c12-819df29ea91a,,ACTIVITY,OTHER,Location d'un kayak monoplace (4h),
4d515382-5e5b-4249-a401-0c39bc155f2e,4e7fa1e6-795e-45c2-8c12-819df29ea91a,,ACTIVITY,OTHER,Location d'un kayak pour la journée (9h-19h),
7127b4e5-3245-4470-9bb6-11fa218753eb,4e7fa1e6-795e-45c2-8c12-819df29ea91a,,ACTIVITY,OTHER,Location d'un kayak monoplace (2h),
265d9c4a-d19d-4656-a82d-396e99b644e6,4e7fa1e6-795e-45c2-8c12-819df29ea91a,,ACTIVITY,OTHER,Location d'un kayak bi-place (2h),
47c7549c-eec2-49a6-b75c-0b080a355efd,4e7fa1e6-795e-45c2-8c12-819df29ea91a,,ACTIVITY,OTHER,Location d'un kayak monoplace (3h),
eb6f784b-970a-4437-8afa-4c4e398a8be4,4e7fa1e6-795e-45c2-8c12-819df29ea91a,,ACTIVITY,OTHER,Excursion en demi-journée (3h),"Parcours : Un port, une plage, une grotte marine, une calanque, puis une longue pause pour se baigner dans une autre calanque."
4c90f0fb-7273-46f8-aa86-8fef0c62d6d5,4e7fa1e6-795e-45c2-8c12-819df29ea91a,,ACTIVITY,OTHER,Location d'un kayak bi-place (3h),
8fe680f4-963b-4e69-9c87-63296e4ea838,4e7fa1e6-795e-45c2-8c12-819df29ea91a,,ACTIVITY,OTHER,Location d'un kayak bi-place (4h),
890b43db-ab50-4ca1-8e5d-f8b5f64b884b,4e7fa1e6-795e-45c2-8c12-819df29ea91a,,ACTIVITY,OTHER,Location d'un kayak bi-place pour la journée (9h-19h),
f33b6cd5-43fb-42e7-8141-f35bfa3c5990,4e7fa1e6-795e-45c2-8c12-819df29ea91a,,ACTIVITY,OTHER,Location d'un kayak tri-place (2h),
355e3d0d-6c93-4d93-8dfe-3b7fabffe0fa,4e7fa1e6-795e-45c2-8c12-819df29ea91a,,ACTIVITY,OTHER,Location d'un kayak tri-place (3h),
48783c06-f86f-4c10-80b9-5b7bb7efd648,4e7fa1e6-795e-45c2-8c12-819df29ea91a,,ACTIVITY,OTHER,Location d'un kayak tri-place (4h),
cc42d95a-ef12-4c04-a664-78dc9ef6f7b0,4e7fa1e6-795e-45c2-8c12-819df29ea91a,,ACTIVITY,OTHER,Location d'un kayak tri-place pour la journée (9h-19h),
ffb59cba-8173-44eb-977e-2c1cc8458bd4,2fa39bc8-dba4-47e9-a391-df9c82f8f24a,,ACTIVITY,OTHER,Activité coffee painting,
8b396b97-0538-4bcb-8543-a4d48d0877c0,ef3e2dc1-87a2-4300-9c4c-84c796be688f,,RESTAURATION,AFTERNOON_SNACK,Pause après-midi,Offre de boissons variées et de petites douceurs sucrées.
2fc23996-7620-4ea1-ba90-a97c91ebd45f,ef3e2dc1-87a2-4300-9c4c-84c796be688f,,RESTAURATION,OTHER,Forfait livraison,Service de livraison matinale avec modalités à préciser lors de la commande et récupération des contenants le jour suivant.
aeb961aa-c4aa-44ff-84b2-0a3fd69c30b1,ef3e2dc1-87a2-4300-9c4c-84c796be688f,,RESTAURATION,MORNING_SNACK,Pause matin,Boissons variées et pâtisseries.
5dfbc68e-e12d-4c0d-bad4-c14d8f72c7f1,2fa39bc8-dba4-47e9-a391-df9c82f8f24a,,ACTIVITY,OTHER,Activité peinture,
93abc0e7-32f3-4fd3-a655-2e9e1f8bddb1,13fa0948-3a04-4716-b4d2-fd6c80101e06,,RESTAURATION,BREAKFAST,Petit-déjeuner,Boissons variées et pâtisseries.
f8faf4fb-768f-469b-a600-9752ee18a09d,13fa0948-3a04-4716-b4d2-fd6c80101e06,,RESTAURATION,LUNCH,Plateau repas,"Repas comprenant plusieurs services, incluant des éléments de base tels que des boissons et des ustensiles."
cedb2e7f-0b81-4d18-b767-e1b1143ad294,13fa0948-3a04-4716-b4d2-fd6c80101e06,,RESTAURATION,OTHER,Bière locale (33cl),Choix à indiquer lors de la commande
726b5002-74e2-4931-8e00-483230124c4a,13fa0948-3a04-4716-b4d2-fd6c80101e06,,RESTAURATION,OTHER,Eau minérale (150cl),"Boisson non gazeuse ou gazeuse, à spécifier lors de la commande."
f782d5fe-4adf-406b-a561-a50bbe1c24bc,13fa0948-3a04-4716-b4d2-fd6c80101e06,,RESTAURATION,OTHER,Forfait livraison (oligatoire),Service de livraison matinale avec récupération des contenants le jour suivant.
b58ccaac-204f-407e-9faf-6480a918711f,42827d44-6f35-490b-b5d1-06ce325cbd10,,RESTAURATION,LUNCH,Plateau repas,"Menu comprenant une entrée, un plat principal, un dessert, du pain individuel, de l'eau et des couverts."
1c09f951-bdda-459a-899d-1fd37ee7791a,42827d44-6f35-490b-b5d1-06ce325cbd10,,RESTAURATION,MORNING_SNACK,Pause matin,"Boissons chaudes et froides, pâtisseries et petites douceurs."
004aea73-a732-449f-8e30-ebdca471cd05,42827d44-6f35-490b-b5d1-06ce325cbd10,,RESTAURATION,OTHER,Vin (75cl),"Choix de boissons alcoolisées, à spécifier lors de la commande."
18b8d76b-ddab-4c90-ad40-d29cd9a7ac79,42827d44-6f35-490b-b5d1-06ce325cbd10,,RESTAURATION,OTHER,Bière locale (33cl),Choix à indiquer lors de la commande
8ac57a21-498c-4de2-8542-cf615f3348df,42827d44-6f35-490b-b5d1-06ce325cbd10,,RESTAURATION,LUNCH,Plats à partager,"Un menu composé d'une entrée, d'un plat et d'un dessert à sélectionner parmi les options disponibles, destiné à un groupe d'au moins 6 personnes. Ce service ne comprend pas la vaisselle ni les couverts."
585f191b-da24-4c8c-a609-b1ee290ef4ad,38ed4ba8-0074-4488-8ff2-f138548c2135,,RESTAURATION,AFTERNOON_SNACK,Pause après-midi,Boissons variées et options de pâtisseries.
e1a4f2b8-e6ae-475f-91ee-24fb7df96207,38ed4ba8-0074-4488-8ff2-f138548c2135,,RESTAURATION,BREAKFAST,Petit-déjeuner,"Boissons chaudes et froides, pâtisseries variées."
d38d918b-3564-4dbf-a0e8-634fd7d00dfa,38ed4ba8-0074-4488-8ff2-f138548c2135,,RESTAURATION,OTHER,Eau minérale (150cl),Boisson à choisir entre plate ou pétillante au moment de la commande.
0d6feb4d-348d-4d5e-9360-eb6a2cf3a9f6,38ed4ba8-0074-4488-8ff2-f138548c2135,,RESTAURATION,OTHER,Champagne (75cl),
06e68f7b-35f2-477b-af25-df776254e288,38ed4ba8-0074-4488-8ff2-f138548c2135,,RESTAURATION,OTHER,Bière locale (33cl),Sélection à confirmer lors de la commande
07114439-694a-47f2-abbb-aa2b4065039b,ef3e2dc1-87a2-4300-9c4c-84c796be688f,,RESTAURATION,LUNCH,Plateaux repas,"Offre de repas comprenant une entrée, un plat, un dessert, du pain individuel, de l'eau et des couverts. Les choix de menu et les préférences alimentaires sont à sélectionner lors de la commande en fonction des options disponibles du jour."
5312e684-81d0-4134-9e85-11a10b8ba283,ef3e2dc1-87a2-4300-9c4c-84c796be688f,,RESTAURATION,BREAKFAST,Petit-déjeuner,"Boissons chaudes et froides, accompagnées de pâtisseries."
febc06a4-ac42-42dc-8954-5aef91a68656,f049f9e9-3693-4110-9c71-d0f75df4ab3b,,RESTAURATION,LUNCH,Plateau repas,"Repas complet incluant une entrée, un plat principal, un dessert, du pain individuel, de l'eau et des couverts."
e018f555-d295-43d4-94da-9b4bbde281c3,f049f9e9-3693-4110-9c71-d0f75df4ab3b,,RESTAURATION,BREAKFAST,Petit-déjeuner,Boissons variées et pâtisseries.
840e510d-14d1-4f1c-8e1a-7848c07c05dc,f049f9e9-3693-4110-9c71-d0f75df4ab3b,,RESTAURATION,LUNCH,Plats à partager,"Un repas composé d'une entrée, d'un plat et d'un dessert à sélectionner parmi les options disponibles, destiné à un groupe d'au moins 6 personnes. Ce service ne comprend pas la vaisselle ni les couverts."
3c7738e0-954a-4d15-8f89-b4e37089cef2,f049f9e9-3693-4110-9c71-d0f75df4ab3b,,RESTAURATION,OTHER,Champagne (75cl),
a4040b2e-9f9a-4341-b742-778211cb62fd,f049f9e9-3693-4110-9c71-d0f75df4ab3b,,RESTAURATION,OTHER,Jus de fruits (100cl),Choix de boissons à indiquer lors de la réservation
8348bec1-7b37-4a0d-81fb-84f218696e3a,f049f9e9-3693-4110-9c71-d0f75df4ab3b,,RESTAURATION,OTHER,Forfait livraison (obligatoire),Service de livraison matinale avec récupération des contenants le jour suivant.
4262fcf8-6144-4db4-bbc1-1b5e05721eed,8a50fdfe-2a6d-423e-93b9-8f95ec83b9f0,,RESTAURATION,LUNCH,Plateau repas,"Service de restauration incluant des plats variés, des boissons et des couverts."
90dd23a1-2734-47f8-a6ca-d5729f8bc000,8a50fdfe-2a6d-423e-93b9-8f95ec83b9f0,,RESTAURATION,AFTERNOON_SNACK,Pause après-midi,Boissons variées et options de pâtisseries
5336a8bb-bad1-4581-a49c-81e447f85980,8a50fdfe-2a6d-423e-93b9-8f95ec83b9f0,,RESTAURATION,MORNING_SNACK,Pause matin,"Boissons variées, pâtisseries et petites douceurs."
f85f4617-fdc4-44b1-aaf7-69759574345f,8a50fdfe-2a6d-423e-93b9-8f95ec83b9f0,,RESTAURATION,OTHER,Eau minérale (150cl),"Boisson non alcoolisée, à spécifier lors de la commande."
e5276780-f069-4e8b-9ee3-8cd721758a9f,8a50fdfe-2a6d-423e-93b9-8f95ec83b9f0,,RESTAURATION,LUNCH,Plats à partager,"Un repas composé d'une entrée, d'un plat et d'un dessert à sélectionner parmi une offre actuelle, destiné à un groupe d'au moins 6 personnes. Ce service ne comprend pas la vaisselle ni les couverts."
a0836fff-69db-4f1c-86ef-ab008b32f183,8a50fdfe-2a6d-423e-93b9-8f95ec83b9f0,,RESTAURATION,OTHER,Champagne (75cl),
3787f483-9130-473e-bfbb-beadf937f368,43400e04-32c5-4af5-bd94-8b890798623f,,RESTAURATION,LUNCH,Plats à partager,"Un repas composé d'une entrée, d'un plat et d'un dessert à sélectionner parmi les options disponibles, destiné à un groupe d'au moins 6 personnes. Ce service ne comprend pas la vaisselle ni les couverts."
a4026235-a057-44e4-a4db-3ff3cc6aeb2c,43400e04-32c5-4af5-bd94-8b890798623f,,RESTAURATION,OTHER,Forfait livraison (obligatoire),Service de livraison matinale avec récupération des contenants le jour suivant.
81846df5-28c1-4c8d-97ee-7382c9658976,49030698-5d26-4e74-81e4-46918e03e775,,RESTAURATION,MORNING_SNACK,Pause matin,Offre de boissons et de petites douceurs.
0c52adf0-868c-49af-9903-6cb93c4dd284,49030698-5d26-4e74-81e4-46918e03e775,,RESTAURATION,OTHER,Bière locale (33cl),Choix à confirmer lors de la commande
87b0c2a3-554a-47e7-a232-f5f92c952b4b,13fa0948-3a04-4716-b4d2-fd6c80101e06,,RESTAURATION,MORNING_SNACK,Pause matin,Boissons variées et pâtisseries.
5895a28f-c05b-478f-89fe-29b0940de664,13fa0948-3a04-4716-b4d2-fd6c80101e06,,RESTAURATION,OTHER,Vin (75cl),"Choix de boissons alcoolisées, avec options variées à indiquer lors de la réservation."
e644604e-6197-4364-89ba-711e51de672b,43400e04-32c5-4af5-bd94-8b890798623f,,RESTAURATION,BREAKFAST,Petit-déjeuner,"Boissons chaudes et froides, pâtisseries variées"
f1f1d9ca-6cc8-44ba-9901-605915828ccc,43400e04-32c5-4af5-bd94-8b890798623f,,RESTAURATION,OTHER,Jus de fruits (100cl),Choix de boissons à indiquer lors de la commande
4203bf67-f4a5-47ed-9945-71fe20d5aed0,a05a4711-8695-4ece-9c20-2dce191d4f73,,RESTAURATION,LUNCH,Plateau repas,"Repas comprenant plusieurs services, incluant des options pour l'entrée, le plat principal, le dessert, ainsi que des accompagnements tels que du pain et des boissons."
49427252-2677-4c0f-bd55-3c2fe497c09c,43400e04-32c5-4af5-bd94-8b890798623f,,RESTAURATION,AFTERNOON_SNACK,Pause après-midi,"Boissons variées, pâtisseries et petites douceurs"
6155d51e-0fd9-4583-ab12-523f83466d06,43400e04-32c5-4af5-bd94-8b890798623f,,RESTAURATION,OTHER,Eau minérale (150cl),Boisson à choisir lors de la commande.
3cee24fd-caa6-4a9a-b03e-e91ea3f1138a,a05a4711-8695-4ece-9c20-2dce191d4f73,,RESTAURATION,OTHER,Eau minérale (150cl),Boisson non alcoolisée à choisir lors de la commande.
b26329f5-67b9-4031-8df9-a03f95f078d4,a05a4711-8695-4ece-9c20-2dce191d4f73,,RESTAURATION,OTHER,Bière locale (33cl),Choix à indiquer lors de la commande
a9918ba8-f375-4f9f-827b-3c9dcd4e0d0c,49030698-5d26-4e74-81e4-46918e03e775,,RESTAURATION,OTHER,Eau minérale (150cl),"Options de boissons disponibles, à spécifier lors de la commande."
c405619e-66d0-4cb8-88c8-9d752418461b,49030698-5d26-4e74-81e4-46918e03e775,,RESTAURATION,OTHER,Champagne (75cl),
682afda6-f3ae-4303-9626-8da2d03b0c8e,13fa0948-3a04-4716-b4d2-fd6c80101e06,,RESTAURATION,OTHER,Jus de fruits (100cl),Choix de boissons à indiquer lors de la réservation.
8471d062-4440-448a-ad54-3ac2ba78cc97,7ef08b6f-2164-428e-b097-4bf4279cbe6d,,RESTAURATION,MORNING_SNACK,Pause matin,Offre de boissons et de petites douceurs.
c14add6c-101c-4398-9cd8-289206bd89db,a05a4711-8695-4ece-9c20-2dce191d4f73,,RESTAURATION,MORNING_SNACK,Pause matin,"Boissons variées, pâtisseries et petites douceurs."
5f81be63-44f4-454b-a675-ac2f6fd04252,a05a4711-8695-4ece-9c20-2dce191d4f73,,RESTAURATION,OTHER,Vin (75cl),Choix de boissons alcoolisées à indiquer lors de la commande.
7e0c5cf0-1c37-4fe9-8bef-03e585f3b905,49030698-5d26-4e74-81e4-46918e03e775,,RESTAURATION,BREAKFAST,Petit-déjeuner,Boissons variées et pâtisseries
aeafe87c-1f83-4f3f-b94e-b0e6e176596a,13fa0948-3a04-4716-b4d2-fd6c80101e06,,RESTAURATION,AFTERNOON_SNACK,Pause après-midi,"Boissons variées, pâtisseries et collations légères."
d2bb4b9f-50d7-4828-b02c-30f5a0b33306,13fa0948-3a04-4716-b4d2-fd6c80101e06,,RESTAURATION,LUNCH,Plats à partager,"Un repas composé d'une entrée, d'un plat principal et d'un dessert, avec des options disponibles pour un groupe d'au moins 6 personnes. Notez que la vaisselle et les couverts ne sont pas fournis."
b3e3202f-d20b-4110-8857-08a38b9e04b4,13fa0948-3a04-4716-b4d2-fd6c80101e06,,RESTAURATION,OTHER,Champagne (75cl),
c292e0ab-3316-48f6-9ff3-f767c0d46aab,7ef08b6f-2164-428e-b097-4bf4279cbe6d,,RESTAURATION,OTHER,Forfait livraison (obligatoire),Service de livraison matinal avec récupération des contenants le jour suivant.
b76dda9f-4961-4854-af60-13832d5882b7,47bb93b9-706c-4c7c-b167-7d6019181865,,RESTAURATION,OTHER,Eau minérale (150cl),Type de boisson à spécifier lors de la commande.
dc8f98e7-daf9-47ca-909d-f9bfc73c408e,2e9cf45e-0394-418d-9e0f-0173566c3070,,RESTAURATION,LUNCH,Plats à partager,"Un menu composé d'une entrée, d'un plat et d'un dessert à sélectionner parmi les options disponibles, destiné à un groupe d'au moins 6 personnes. Cette offre ne comprend pas les équipements de table."
618c2020-df73-487d-996e-048b06c91e5d,2e9cf45e-0394-418d-9e0f-0173566c3070,,RESTAURATION,OTHER,Champagne (75cl),
87e202dd-a523-4644-b24b-e4b2d339d2a4,d4286e93-21f3-4f60-af44-8a7a2d2d63af,,RESTAURATION,LUNCH,Plats à partager,"Un repas composé d'une entrée, d'un plat et d'un dessert à sélectionner parmi les options disponibles, destiné à un groupe d'au moins 6 personnes. Ce service ne comprend pas la vaisselle ni les couverts."
90ed5bff-e4cc-44e4-8ab1-e296a3ad4cce,42827d44-6f35-490b-b5d1-06ce325cbd10,,RESTAURATION,OTHER,Champagne (75cl),
a189fc0a-1caf-4577-aa50-d6c50494435a,38ed4ba8-0074-4488-8ff2-f138548c2135,,RESTAURATION,OTHER,Jus de fruits (100cl),Choix de boissons à spécifier lors de la commande.
